customer_id,country,state,city,zip_code,lat_long,latitude,longitude,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn_value,churn_score,cltv,churn_reason,customer_type,cltv_type
3143-ILDAL,United States,California,El Monte,91732,"34.074492, -118.01462",34.074492,-118.01462,Male,No,No,No,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,94.45,5124.6,1,96,4830,Attitude of support person,Loyal,Medium
4720-VSTSI,United States,California,Monterey Park,91754,"34.050322, -118.147037",34.050322,-118.147037,Female,No,No,No,44,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.8,3862.55,1,66,3997,Attitude of support person,Loyal,Medium
3946-MHCZW,United States,California,Ontario,91761,"34.035602, -117.591528",34.035602,-117.591528,Male,No,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,50.9,50.9,1,83,5111,Attitude of support person,New,High
6651-AZVTJ,United States,California,Pomona,91768,"34.067932, -117.785168",34.067932,-117.785168,Male,No,Yes,No,49,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,4872.45,1,83,6088,Attitude of support person,Loyal,High
4566-GOLUK,United States,California,Rosemead,91770,"34.065108, -118.082791",34.065108,-118.082791,Male,No,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.35,5118.95,1,98,3620,Attitude of support person,Loyal,Low
2484-DGXPZ,United States,California,San Dimas,91773,"34.102119, -117.815532",34.102119,-117.815532,Female,No,Yes,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.55,658.95,1,67,2687,Attitude of support person,Established,Low
4587-NUKOX,United States,California,Walnut,91789,"34.018354, -117.85492",34.018354,-117.85492,Female,No,No,No,3,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.1,246.5,1,74,5339,Attitude of support person,New,High
0420-BWTPW,United States,California,Chula Vista,91910,"32.636792, -117.054989",32.636792,-117.054989,Male,No,No,No,8,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.5,215.2,1,78,5578,Attitude of support person,New,High
8183-ONMXC,United States,California,Chula Vista,91915,"32.605012, -116.97595",32.605012,-116.97595,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.75,159.45,1,87,2176,Attitude of support person,New,Low
9614-RMGHA,United States,California,Dulzura,91917,"32.622999, -116.687855",32.622999,-116.687855,Male,No,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),91.85,5940.85,1,82,5530,Attitude of support person,Loyal,High
5054-IEXZT,United States,California,Jacumba,91934,"32.649787, -116.2237",32.649787,-116.2237,Male,No,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.35,75.35,1,90,5284,Attitude of support person,New,High
5834-ASPWA,United States,California,Jamul,91935,"32.695681, -116.798386",32.695681,-116.798386,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.45,75.45,1,74,5518,Attitude of support person,New,High
3948-XHGNA,United States,California,Bonsall,92003,"33.290907, -117.202895",33.290907,-117.202895,Male,No,No,No,24,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.55,1210.4,1,80,5005,Attitude of support person,Established,Medium
0565-IYCGT,United States,California,Cardiff By The Sea,92007,"33.015866, -117.272254",33.015866,-117.272254,Male,No,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),78.6,5356.45,1,93,6230,Attitude of support person,Loyal,High
5445-UTODQ,United States,California,Del Mar,92014,"32.948262, -117.256086",32.948262,-117.256086,Female,No,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.1,576.65,1,87,3238,Don't know,New,Low
1024-VRZHF,United States,California,Encinitas,92024,"33.054579, -117.25665",33.054579,-117.25665,Male,No,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,825.7,1,70,2044,Attitude of support person,New,Low
9497-QCMMS,United States,California,Escondido,92026,"33.21846, -117.116916",33.21846,-117.116916,Male,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.55,93.55,1,81,5536,Competitor made better offer,New,High
0348-SDKOL,United States,California,La Jolla,92037,"32.853743, -117.25034",32.853743,-117.25034,Female,No,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.1,5885.4,1,96,4415,Moved,Loyal,Medium
4373-MAVJG,United States,California,Oceanside,92056,"33.194742, -117.29032",33.194742,-117.29032,Female,No,Yes,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),90.9,1259.0,1,70,5148,Moved,Established,High
8901-HJXTF,United States,California,Oceanside,92057,"33.254497, -117.285879",33.254497,-117.285879,Female,No,Yes,No,12,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,29.2,309.1,1,94,3747,Moved,New,Low
5419-KLXBN,United States,California,Palomar Mountain,92060,"33.309852, -116.823091",33.309852,-116.823091,Female,No,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.15,2257.75,1,97,5853,Competitor offered higher download speeds,Established,High
3424-NMNBO,United States,California,Pauma Valley,92061,"33.313828, -116.940501",33.313828,-116.940501,Male,Yes,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,108.85,6287.25,1,91,4739,Competitor offered higher download speeds,Loyal,Medium
4514-GFCFI,United States,California,Ramona,92065,"33.044541, -116.833922",33.044541,-116.833922,Female,Yes,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.75,1350.15,1,99,5136,Competitor offered higher download speeds,Established,High
9828-AOQLM,United States,California,San Marcos,92069,"33.162624, -117.170863",33.162624,-117.170863,Female,No,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.7,45.7,1,99,3187,Competitor offered higher download speeds,New,Low
8000-REIQB,United States,California,Santee,92071,"32.847336, -116.997605",32.847336,-116.997605,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.95,69.95,1,94,3208,Competitor offered higher download speeds,New,Low
7615-ESMYF,United States,California,Valley Center,92082,"33.25283, -116.986079",33.25283,-116.986079,Female,No,Yes,No,2,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,44.6,97.1,1,70,5482,Competitor offered higher download speeds,New,High
3858-VOBET,United States,California,Vista,92083,"33.17494, -117.242761",33.17494,-117.242761,Male,No,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,1710.45,1,89,5897,Competitor offered higher download speeds,Established,High
1447-PJGGA,United States,California,San Diego,92101,"32.72523, -117.171346",32.72523,-117.171346,Female,No,No,No,57,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,95.25,5464.65,1,93,5789,Competitor offered higher download speeds,Loyal,High
8565-CLBZW,United States,California,San Diego,92102,"32.716007, -117.117462",32.716007,-117.117462,Male,No,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,89.85,2165.05,1,95,2050,Competitor offered higher download speeds,Established,Low
9139-WQQDY,United States,California,San Diego,92103,"32.747484, -117.166877",32.747484,-117.166877,Female,No,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,100.45,4941.8,1,90,4235,Competitor offered higher download speeds,Loyal,Medium
0224-HJAPT,United States,California,San Diego,92104,"32.741499, -117.127409",32.741499,-117.127409,Male,No,No,No,5,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,47.15,223.15,1,82,2857,Competitor offered higher download speeds,New,Low
8086-OVPWV,United States,California,San Diego,92105,"32.741859, -117.090353",32.741859,-117.090353,Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.2,181.1,1,99,2384,Competitor offered higher download speeds,New,Low
9430-FRQOC,United States,California,San Diego,92106,"32.71346, -117.236378",32.71346,-117.236378,Female,No,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,87.1,341.45,1,80,5587,Competitor offered higher download speeds,New,High
3074-GQWYX,United States,California,San Diego,92108,"32.774046, -117.142454",32.774046,-117.142454,Male,No,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.9,357.75,1,87,3520,Competitor offered higher download speeds,New,Low
6845-RGTYS,United States,California,San Diego,92110,"32.76501, -117.19938",32.76501,-117.19938,Female,No,Yes,No,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,98.75,4533.7,1,80,4622,Product dissatisfaction,Loyal,Medium
8861-HGGKB,United States,California,San Diego,92115,"32.762506, -117.07245",32.762506,-117.07245,Female,No,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.45,830.85,1,80,5699,Product dissatisfaction,New,High
7065-YUNRY,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.3,45.3,1,69,3049,Product dissatisfaction,New,Low
7694-VLBWQ,United States,California,Coronado,92118,"32.68674, -117.186612",32.68674,-117.186612,Male,No,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,104.1,7040.85,1,74,4857,Product dissatisfaction,Loyal,Medium
4795-KTRTH,United States,California,San Diego,92122,"32.85723, -117.209774",32.85723,-117.209774,Female,Yes,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.0,371.65,1,99,4287,Product dissatisfaction,New,Medium
6481-OGDOO,United States,California,San Diego,92129,"32.961064, -117.134917",32.961064,-117.134917,Male,No,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),90.6,6056.15,1,73,4394,Product dissatisfaction,Loyal,Medium
3753-TSEMP,United States,California,San Diego,92139,"32.677716, -117.047666",32.677716,-117.047666,Female,No,Yes,No,15,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,88.15,1390.6,1,79,2524,Product dissatisfaction,Established,Low
8305-VHZBZ,United States,California,San Diego,92154,"32.578103, -117.012975",32.578103,-117.012975,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.2,20.2,1,92,4325,Product dissatisfaction,New,Medium
9172-JITSM,United States,California,Palm Desert,92211,"33.762759, -116.324817",33.762759,-116.324817,Female,No,Yes,No,26,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.8,2361.8,1,75,2641,Don't know,Established,Low
6298-QDFNH,United States,California,Banning,92220,"33.936298, -116.849577",33.936298,-116.849577,Male,No,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.35,1730.35,1,68,4718,Product dissatisfaction,Established,Medium
9961-JBNMK,United States,California,Desert Center,92239,"33.889605, -115.257009",33.889605,-115.257009,Male,Yes,No,No,21,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),96.8,2030.3,1,87,4317,Product dissatisfaction,Established,Medium
6173-ITPWD,United States,California,Heber,92249,"32.730583, -115.501083",32.730583,-115.501083,Male,No,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.35,4065.0,1,98,2516,Product dissatisfaction,Loyal,Low
9734-UYXQI,United States,California,Holtville,92250,"32.811001, -115.152865",32.811001,-115.152865,Female,No,No,No,2,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.4,106.55,1,97,5115,Product dissatisfaction,New,High
2189-UXTKY,United States,California,La Quinta,92253,"33.695532, -116.310571",33.695532,-116.310571,Female,No,Yes,No,22,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,79.2,1742.75,1,91,3410,Product dissatisfaction,Established,Low
4958-GZWIY,United States,California,North Palm Springs,92258,"33.906496, -116.569499",33.906496,-116.569499,Male,No,Yes,No,7,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,48.7,340.25,1,98,2984,Don't know,New,Low
6356-ELRKD,United States,California,Rancho Mirage,92270,"33.763678, -116.429928",33.763678,-116.429928,Female,No,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.6,95.6,1,79,4091,Don't know,New,Medium
8624-GIOUT,United States,California,Seeley,92273,"32.790282, -115.689559",32.790282,-115.689559,Female,No,No,No,49,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),59.75,2934.3,1,78,6006,Don't know,Loyal,High
6179-GJPSO,United States,California,Twentynine Palms,92277,"34.17211, -115.769773",34.17211,-115.769773,Female,Yes,No,No,43,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.15,4600.7,1,86,2833,Poor expertise of online support,Loyal,Low
3177-LASXD,United States,California,Westmorland,92281,"33.03679, -115.60503",33.03679,-115.60503,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,71.35,71.35,1,77,2619,Poor expertise of phone support,New,Low
4897-QSUYC,United States,California,Amboy,92304,"34.559882, -115.637164",34.559882,-115.637164,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.15,20.15,1,86,4939,Attitude of support person,New,Medium
1084-UQCHV,United States,California,Angelus Oaks,92305,"34.1678, -116.86433",34.1678,-116.86433,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.75,69.75,1,66,2901,Attitude of support person,New,Low
8290-YWKHZ,United States,California,Apple Valley,92307,"34.55082, -117.122396",34.55082,-117.122396,Female,Yes,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.2,2931.0,1,90,5247,Attitude of service provider,Established,High
2955-BJZHG,United States,California,Apple Valley,92308,"34.424926, -117.184503",34.424926,-117.184503,Male,No,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,80.85,1400.85,1,77,5174,Attitude of service provider,Established,High
3806-DXQOM,United States,California,Baker,92309,"35.28952, -116.092214",35.28952,-116.092214,Female,No,No,No,4,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,33.65,137.85,1,95,2563,Attitude of service provider,New,Low
9300-RENDD,United States,California,Cedar Glen,92321,"34.255203, -117.175654",34.255203,-117.175654,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.95,79.95,1,99,4815,Attitude of support person,New,Medium
0761-AETCS,United States,California,Colton,92324,"34.030915, -117.273201",34.030915,-117.273201,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.3,19.3,1,92,3236,Attitude of support person,New,Low
2153-MREFK,United States,California,Fawnskin,92333,"34.274846, -116.937581",34.274846,-116.937581,Female,No,Yes,No,37,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,99.2,3754.6,1,79,3599,Attitude of support person,Loyal,Low
3106-ULWFW,United States,California,Fontana,92337,"34.049671, -117.468896",34.049671,-117.468896,Female,No,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.2,627.4,1,95,2887,Attitude of service provider,New,Low
0925-VYDLG,United States,California,Ludlow,92338,"34.702766, -116.093376",34.702766,-116.093376,Female,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.25,242.0,1,83,5898,Attitude of service provider,New,High
4349-GFQHK,United States,California,Mentone,92359,"34.103578, -117.04054",34.103578,-117.04054,Male,No,No,No,1,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,54.35,54.35,1,87,4212,Attitude of service provider,New,Medium
7802-EFKNY,United States,California,Redlands,92374,"34.064073, -117.166158",34.064073,-117.166158,Male,No,Yes,No,5,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.95,100.4,1,79,5865,Attitude of support person,New,High
8035-BUYVG,United States,California,Running Springs,92382,"34.186211, -117.07683",34.186211,-117.07683,Male,No,Yes,No,40,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,42.35,1716.45,1,67,5422,Attitude of support person,Loyal,High
9787-XVQIU,United States,California,Sugarloaf,92386,"34.243088, -116.830015",34.243088,-116.830015,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.3,75.3,1,100,3596,Attitude of support person,New,Low
8945-MUQUF,United States,California,Tecopa,92389,"35.824572, -116.274755",35.824572,-116.274755,Male,No,No,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,94.8,4837.6,1,94,5074,Attitude of service provider,Loyal,Medium
8051-HJRLT,United States,California,Wrightwood,92397,"34.358321, -117.618263",34.358321,-117.618263,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.55,70.55,1,82,2146,Attitude of service provider,New,Low
3023-GFLBR,United States,California,San Bernardino,92408,"34.084909, -117.258107",34.084909,-117.258107,Female,No,Yes,No,33,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),86.15,2745.7,1,66,3336,Attitude of service provider,Established,Low
0524-IAVZO,United States,California,Anza,92539,"33.527605, -116.666551",33.527605,-116.666551,Female,No,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,2624.25,1,97,3698,Don't know,Established,Low
2737-YNGYW,United States,California,Hemet,92543,"33.739415, -116.968339",33.739415,-116.968339,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.55,184.1,1,69,2856,Attitude of support person,New,Low
5159-YFPKQ,United States,California,Moreno Valley,92551,"33.88274, -117.224878",33.88274,-117.224878,Female,No,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.8,160.75,1,98,5270,Attitude of support person,New,High
4021-RQSNY,United States,California,Moreno Valley,92555,"33.907361, -117.109972",33.907361,-117.109972,Male,Yes,Yes,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,3004.15,1,72,5137,Attitude of service provider,Established,High
9061-TIHDA,United States,California,Murrieta,92563,"33.581045, -117.14719",33.581045,-117.14719,Male,Yes,Yes,No,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.25,1233.65,1,97,2982,Attitude of service provider,Established,Low
8699-ASUFO,United States,California,Nuevo,92567,"33.82769, -117.102244",33.82769,-117.102244,Male,Yes,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.4,527.9,1,96,4969,Attitude of service provider,New,Medium
7927-AUXBZ,United States,California,Sun City,92586,"33.707483, -117.200006",33.707483,-117.200006,Female,No,No,No,30,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,85.15,2555.9,1,76,4417,Attitude of support person,Established,Medium
4695-WJZUE,United States,California,Irvine,92606,"33.703976, -117.824172",33.703976,-117.824172,Female,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.55,179.25,1,80,3685,Attitude of support person,New,Low
7619-ODSGN,United States,California,Foothill Ranch,92610,"33.698728, -117.67768",33.698728,-117.67768,Male,No,Yes,Yes,24,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,54.75,1338.15,1,97,5699,Attitude of support person,Established,High
3988-RQIXO,United States,California,Corona Del Mar,92625,"33.600987, -117.862734",33.600987,-117.862734,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.3,91.3,1,71,2371,Attitude of service provider,New,Low
2514-GINMM,United States,California,Dana Point,92629,"33.477923, -117.705314",33.477923,-117.705314,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.5,79.5,1,92,4490,Attitude of service provider,New,Medium
5931-FLJJF,United States,California,Midway City,92655,"33.744439, -117.98588",33.744439,-117.98588,Male,Yes,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.1,467.55,1,83,3669,Attitude of service provider,New,Low
2659-VXMWZ,United States,California,Newport Coast,92657,"33.603282, -117.821841",33.603282,-117.821841,Male,No,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,111.3,7482.1,1,85,4146,Attitude of support person,Loyal,Medium
3207-OYBWH,United States,California,Newport Beach,92661,"33.601309, -117.902304",33.601309,-117.902304,Male,Yes,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.25,5427.05,1,86,6259,Attitude of support person,Loyal,High
4285-GYRQC,United States,California,Newport Beach,92662,"33.606336, -117.893042",33.606336,-117.893042,Female,No,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,86.25,587.1,1,89,3344,Attitude of support person,New,Low
7216-EWTRS,United States,California,Newport Beach,92663,"33.62251, -117.927024",33.62251,-117.927024,Female,Yes,Yes,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,100.8,1,65,3128,Attitude of service provider,New,Low
8337-MSSXB,United States,California,Trabuco Canyon,92679,"33.631119, -117.567346",33.631119,-117.567346,Female,No,No,No,14,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.3,1180.95,1,74,3677,Attitude of service provider,Established,Low
8182-BJDSI,United States,California,Santa Ana,92705,"33.766004, -117.786763",33.766004,-117.786763,Female,No,No,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.95,2625.55,1,90,2468,Attitude of service provider,Established,Low
2528-HFYZX,United States,California,Santa Ana,92706,"33.765893, -117.881533",33.765893,-117.881533,Male,Yes,Yes,No,17,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,76.45,1233.4,1,92,3266,Attitude of support person,Established,Low
2482-CZGBB,United States,California,Anaheim,92804,"33.818, -117.974404",33.818,-117.974404,Male,No,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.0,740.0,1,67,3156,Attitude of support person,New,Low
0866-QLSIR,United States,California,Garden Grove,92843,"33.764018, -117.931507",33.764018,-117.931507,Female,No,No,No,34,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,64.4,2088.75,1,75,5189,Attitude of support person,Established,High
7181-BQYBV,United States,California,Garden Grove,92845,"33.782955, -118.026456",33.782955,-118.026456,Female,No,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.45,102.45,1,85,4811,Attitude of service provider,New,Medium
6204-IEUXJ,United States,California,Yorba Linda,92886,"33.897253, -117.792202",33.897253,-117.792202,Female,No,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),80.1,217.55,1,65,4330,Attitude of service provider,New,Medium
4529-CKBCL,United States,California,Ventura,93001,"34.360261, -119.306383",34.360261,-119.306383,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.2,146.05,1,85,4381,Attitude of service provider,New,Medium
2506-CLAKW,United States,California,Ventura,93003,"34.279221, -119.221437",34.279221,-119.221437,Female,No,No,No,6,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),98.15,567.45,1,80,3578,Attitude of support person,New,Low
1583-IHQZE,United States,California,Camarillo,93010,"34.227846, -119.079903",34.227846,-119.079903,Male,No,No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,112.95,1384.75,1,97,3965,Attitude of support person,New,Low
0151-ONTOV,United States,California,Moorpark,93021,"34.312945, -118.858169",34.312945,-118.858169,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.9,70.9,1,78,4739,Attitude of support person,New,Medium
4140-MUHUG,United States,California,Oak View,93022,"34.404544, -119.302118",34.404544,-119.302118,Female,Yes,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,86.85,220.95,1,70,3561,Attitude of service provider,New,Low
0320-JDNQG,United States,California,Oxnard,93035,"34.18454, -119.224666",34.18454,-119.224666,Male,No,Yes,No,23,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.85,2331.3,1,83,3425,Don't know,Established,Low
7180-PISOG,United States,California,Piru,93040,"34.432843, -118.730106",34.432843,-118.730106,Male,No,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,74.5,1,75,5554,Attitude of service provider,New,High
3571-RFHAR,United States,California,Santa Paula,93060,"34.402343, -119.094824",34.402343,-119.094824,Male,No,No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,109.15,6941.2,1,99,6001,Attitude of support person,Loyal,High
9578-VRMNM,United States,California,Summerland,93067,"34.420998, -119.60137",34.420998,-119.60137,Female,No,No,No,16,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),65.2,1043.35,1,73,4722,Attitude of support person,Established,Medium
